MEMBER_NO,ENROLLED_DATE,BIRTH_DATE,GENDER,CIVIL_STATUS,BRANCH_CODE,BRANCH_TYPE,STATE
1347234584,2018-10-07,1984-12-10,F,D,MOB,MOBILE,TAS
758683726,2019-12-26,1973-06-29,F,S,333,STORE,TAS
1387534644,2019-01-14,1994-01-14,F,S,MOB,MOBILE,NT
9895039941,2019-09-09,1988-03-22,M,S,MOB,MOBILE,TAS
884511639,2018-10-17,1995-11-22,O,S,MOB,MOBILE,VIC
3314596824,2019-11-23,2005-09-03,M,S,237,STORE,WA
3908091673,2018-01-31,1993-01-01,F,S,275,STORE,ACT
7274737579,2018-12-28,1978-10-31,F,S,282,STORE,NT
4914788402,2018-03-29,1991-05-18,F,D,255,STORE,WA
9710943449,2017-05-07,2002-01-25,O,D,MOB,MOBILE,NT
3936282800,2019-11-22,1992-03-01,O,M,646,STORE,NSW
5921237027,2017-09-25,1981-09-28,O,W,940,STORE,QLD
3376846637,2019-07-16,2001-03-14,M,W,141,STORE,NSW
5083761598,2019-06-17,1981-05-05,M,D,MOB,MOBILE,TAS
1367632462,2018-04-25,2002-11-05,F,M,401,STORE,NSW
6648854368,2018-01-11,1988-06-06,M,D,426,STORE,TAS
9480875097,2018-02-05,1973-09-22,F,D,MOB,MOBILE,QLD
3124300719,2018-09-19,1982-02-16,M,D,766,STORE,ACT
9805422651,2017-12-08,1978-03-16,M,M,MOB,MOBILE,SA
8047254311,2018-05-09,1991-12-16,F,M,668,STORE,QLD
2751933358,2019-09-04,2003-04-29,O,S,420,STORE,SA
8816394578,2019-12-10,1985-01-12,O,M,MOB,MOBILE,NSW
5030143534,2018-09-24,1999-02-04,O,S,MOB,MOBILE,VIC
9221719012,2017-03-24,1983-11-14,M,S,036,STORE,SA
3399310919,2017-01-25,1992-11-14,M,W,695,STORE,WA
2977549437,2018-02-13,1991-11-18,M,M,129,STORE,TAS
9986203267,2019-12-29,1997-10-15,O,M,MOB,MOBILE,TAS
8048993506,2018-09-11,1976-02-22,M,D,MOB,MOBILE,TAS
357656338,2019-08-09,1993-01-14,O,W,835,STORE,SA
5218114359,2019-10-17,1979-10-27,M,S,541,STORE,VIC
101157953,2017-05-07,1984-09-18,O,M,MOB,MOBILE,NT
9855087507,2017-12-06,2002-04-18,F,W,MOB,MOBILE,NSW
460355406,2017-01-02,1979-09-24,F,S,091,STORE,NT
8735289937,2018-11-13,1994-01-17,F,S,637,STORE,NSW
809928048,2018-08-27,1996-05-04,M,S,MOB,MOBILE,VIC
534581135,2017-05-06,1985-06-02,O,M,221,STORE,SA
1281456800,2018-02-05,1979-06-03,O,D,MOB,MOBILE,TAS
8253395390,2019-11-07,1991-08-07,O,M,144,STORE,NT
3608504875,2017-11-08,2000-05-01,O,M,326,STORE,NSW
3385742586,2017-06-04,1999-07-26,O,S,MOB,MOBILE,WA
6330564443,2017-04-30,2002-12-16,O,S,785,STORE,NSW
7503904744,2018-02-09,1974-06-08,F,S,MOB,MOBILE,WA
6677513716,2018-06-04,1997-11-28,M,S,MOB,MOBILE,WA
2634896138,2017-06-02,1971-01-11,O,D,MOB,MOBILE,NSW
4718240925,2018-02-04,2001-09-11,M,D,456,STORE,WA
4523506686,2019-09-27,1985-02-12,M,S,687,STORE,QLD
7057678687,2019-02-08,1990-02-11,M,D,MOB,MOBILE,TAS
2298201980,2019-03-27,1991-11-28,M,S,MOB,MOBILE,WA
349866217,2018-08-28,1995-06-13,M,S,891,STORE,ACT
8792239936,2017-08-04,1974-03-12,O,S,MOB,MOBILE,SA
2309110492,2018-11-08,1986-08-28,M,M,MOB,MOBILE,TAS
1538045198,2018-09-13,1982-04-02,F,M,259,STORE,SA
9235010326,2019-11-01,1989-05-20,O,W,MOB,MOBILE,ACT
898976083,2017-09-17,2000-05-22,M,W,723,STORE,QLD
6761872149,2019-08-24,1992-10-12,F,W,MOB,MOBILE,VIC
1205722725,2019-12-08,2005-10-08,M,M,MOB,MOBILE,VIC
9076823182,2018-01-30,1992-04-17,M,D,411,STORE,WA
6983709260,2019-12-18,1976-12-08,F,S,MOB,MOBILE,NT
963365058,2019-10-25,1980-05-22,M,M,969,STORE,ACT
7484859593,2019-05-26,2002-03-22,F,S,205,STORE,SA
2843429788,2017-03-30,1991-02-25,O,W,110,STORE,NSW
9439878220,2019-03-09,1986-11-21,M,D,MOB,MOBILE,WA
4887750457,2019-09-23,1983-12-10,F,S,636,STORE,ACT
8042016928,2017-12-01,1983-04-17,M,M,382,STORE,WA
5514048727,2018-08-26,2004-06-13,O,D,MOB,MOBILE,NSW
8974132823,2018-12-13,2005-07-16,F,W,MOB,MOBILE,WA
8714467104,2018-11-04,2000-03-24,M,W,989,STORE,NT
1056965836,2018-07-01,1993-06-11,F,M,MOB,MOBILE,QLD
7782707261,2019-08-01,1970-03-19,F,M,MOB,MOBILE,VIC
9921095937,2019-08-30,1981-03-24,F,M,992,STORE,QLD
6523664836,2017-10-29,1993-07-16,F,W,591,STORE,ACT
8388941274,2019-04-06,1983-01-28,M,M,MOB,MOBILE,WA
4567590753,2019-07-26,1977-05-21,F,D,913,STORE,TAS
1779352919,2018-01-27,1972-12-22,F,W,MOB,MOBILE,WA
6476393521,2019-05-25,1989-10-16,F,M,138,STORE,NSW
9058916511,2019-11-26,2000-05-11,O,D,025,STORE,VIC
2741262526,2017-04-16,1992-02-17,F,S,559,STORE,WA
1023005240,2017-08-10,2005-04-23,M,D,MOB,MOBILE,VIC
6595948326,2019-10-28,1990-08-10,M,D,MOB,MOBILE,SA
4935713079,2019-08-18,1994-09-17,F,W,040,STORE,NT
3780160817,2018-03-21,2001-12-23,F,D,MOB,MOBILE,VIC
4227342138,2019-05-01,1971-08-22,F,D,MOB,MOBILE,ACT
1615845471,2017-06-25,1970-01-12,O,S,193,STORE,NT
602492122,2017-05-02,1980-07-24,F,W,007,STORE,QLD
1750927371,2017-02-26,1998-08-05,O,D,MOB,MOBILE,NT
1877163239,2019-01-13,1989-04-13,M,M,030,STORE,VIC
2514007460,2018-07-22,1996-01-16,F,S,139,STORE,NT
587238138,2017-11-08,1983-11-16,O,M,277,STORE,NSW
7115154089,2019-06-24,2003-10-21,M,M,561,STORE,NSW
6722948978,2018-02-28,2002-11-01,M,D,MOB,MOBILE,QLD
1884085058,2017-06-08,1996-07-11,O,S,MOB,MOBILE,NSW
417414688,2018-01-24,1972-05-16,F,W,592,STORE,SA
7533185646,2019-02-05,2000-03-18,O,D,MOB,MOBILE,ACT
7987376512,2018-05-16,1980-08-13,O,S,013,STORE,WA
2492816491,2017-11-07,1981-11-05,F,M,MOB,MOBILE,QLD
6221832567,2018-07-01,1970-02-01,M,W,MOB,MOBILE,ACT
1624985303,2017-11-02,1980-06-06,O,D,MOB,MOBILE,TAS
5343688144,2017-07-21,1980-02-06,F,S,278,STORE,NSW
5360481619,2019-05-04,2004-10-27,M,S,875,STORE,NSW
9465051178,2018-06-26,1972-06-11,O,S,072,STORE,SA
7686266346,2018-09-23,1994-09-18,F,S,815,STORE,NSW
7743871909,2018-11-25,1971-05-12,O,M,MOB,MOBILE,SA
4132023093,2019-05-19,1976-01-19,O,W,MOB,MOBILE,NT
5443555746,2017-04-23,2002-10-23,O,W,MOB,MOBILE,NT
7768073096,2019-07-23,1993-04-10,O,M,530,STORE,ACT
2596262017,2019-10-06,1986-04-05,M,S,025,STORE,NT
5415229519,2017-06-24,2003-12-28,O,D,385,STORE,SA
2887215759,2017-04-15,2004-12-17,O,D,MOB,MOBILE,ACT
8207132552,2017-03-29,1989-07-10,O,M,MOB,MOBILE,QLD
3093353012,2018-03-11,1999-04-10,O,S,MOB,MOBILE,SA
3675441075,2017-09-11,1978-12-31,F,D,734,STORE,NSW
1555659662,2017-12-04,1995-06-03,M,M,514,STORE,WA
5576135890,2018-03-18,1977-09-06,F,D,MOB,MOBILE,VIC
797621430,2019-09-12,1982-10-29,M,D,MOB,MOBILE,QLD
1106000040,2017-04-23,2003-05-11,M,S,829,STORE,TAS
8060984356,2019-05-06,1987-02-13,O,M,MOB,MOBILE,VIC
1066610145,2017-12-24,1989-09-23,F,S,849,STORE,NSW
2077918338,2018-03-08,1971-10-02,O,D,MOB,MOBILE,NT
1735710562,2017-11-05,1983-07-01,F,M,256,STORE,TAS
4043750633,2017-10-19,1995-09-10,M,W,MOB,MOBILE,VIC
1253583216,2018-05-11,1983-12-25,M,S,MOB,MOBILE,QLD
660709252,2017-08-30,1996-06-10,M,M,730,STORE,QLD
4335758140,2017-10-27,1993-02-02,O,W,449,STORE,SA
292120215,2019-11-03,1985-07-31,M,M,MOB,MOBILE,SA
3451048867,2018-12-01,1997-07-29,O,S,857,STORE,NT
3702489695,2018-08-30,1972-01-20,O,M,MOB,MOBILE,QLD
3760806405,2017-03-19,2001-11-29,F,W,MOB,MOBILE,VIC
8516089599,2017-11-07,1986-12-04,M,S,MOB,MOBILE,WA
1398383851,2019-06-02,1986-05-25,O,M,MOB,MOBILE,NT
3694682667,2019-11-08,1982-03-06,O,D,MOB,MOBILE,WA
350189308,2019-09-19,1989-03-02,O,D,MOB,MOBILE,TAS
2337442466,2019-04-25,1998-02-28,O,M,MOB,MOBILE,NSW
1151703164,2019-08-06,1998-06-14,F,S,286,STORE,WA
2775858391,2017-03-27,1996-07-13,M,S,276,STORE,WA
8142774312,2017-12-21,1972-04-29,O,S,561,STORE,TAS
9925820452,2019-10-13,1995-09-30,M,W,MOB,MOBILE,NSW
1697518111,2019-06-03,1979-03-18,M,M,725,STORE,QLD
5181592634,2018-03-17,1986-03-01,O,S,MOB,MOBILE,NSW
375939718,2018-06-30,1976-03-10,O,W,MOB,MOBILE,TAS
8687428886,2018-11-13,1993-01-09,O,D,888,STORE,ACT
9232469450,2018-03-23,1982-07-04,F,D,346,STORE,NT
9783007610,2019-12-18,1997-02-04,O,S,998,STORE,NSW
9643977884,2017-09-01,1998-12-18,F,S,087,STORE,QLD
1087850307,2018-06-19,1975-08-11,F,D,MOB,MOBILE,WA
4422487577,2019-07-01,2004-01-18,F,D,415,STORE,NT
1941117710,2017-10-01,1999-10-12,M,W,213,STORE,QLD
8096608906,2018-05-19,1981-12-14,O,D,333,STORE,ACT
4841758553,2018-04-29,1970-11-03,O,W,MOB,MOBILE,TAS
7341652747,2018-10-07,1983-04-23,O,D,997,STORE,WA
9049097008,2017-08-21,1974-10-10,F,D,MOB,MOBILE,NT
1761777418,2019-09-06,1983-12-23,M,W,MOB,MOBILE,SA
9456499887,2017-04-15,1983-09-24,F,W,515,STORE,NT
78069222,2018-04-13,2001-01-17,M,D,670,STORE,TAS
677414486,2018-08-16,1991-03-04,O,M,164,STORE,QLD
4220150364,2018-10-05,1988-06-25,M,M,474,STORE,SA
9542970383,2019-03-14,1984-09-22,O,M,MOB,MOBILE,NSW
4925409389,2017-01-16,2002-07-11,F,M,237,STORE,QLD
1290958457,2019-10-24,2004-10-23,M,S,897,STORE,TAS
380123314,2018-02-16,2003-01-29,F,W,MOB,MOBILE,NSW
223178923,2018-02-09,1984-05-27,O,M,798,STORE,WA
6234643569,2019-05-31,2003-06-17,M,S,MOB,MOBILE,QLD
2004894662,2017-12-10,1994-07-23,M,M,384,STORE,TAS
9743904854,2018-08-14,1976-02-22,O,S,870,STORE,NSW
5765536598,2017-03-29,1997-11-25,F,S,MOB,MOBILE,ACT
9958761000,2019-08-18,1997-07-09,M,W,MOB,MOBILE,VIC
2876173540,2018-08-12,1987-05-21,O,M,MOB,MOBILE,WA
255712863,2019-08-24,1980-02-02,M,S,119,STORE,VIC
5500892344,2019-06-17,1981-06-19,M,D,MOB,MOBILE,ACT
6549703143,2019-05-31,1979-01-12,O,D,648,STORE,ACT
8878659176,2018-03-10,1971-12-03,O,S,783,STORE,QLD
6713364818,2018-03-01,1983-05-27,F,S,MOB,MOBILE,NSW
9700950914,2018-01-12,1986-10-25,O,D,MOB,MOBILE,TAS
2799857606,2017-09-23,1970-11-09,O,S,MOB,MOBILE,SA
3568590566,2017-02-03,1991-03-29,M,M,714,STORE,VIC
361338294,2018-08-18,1995-07-07,F,W,MOB,MOBILE,NT
696171985,2017-02-16,2005-06-12,F,W,MOB,MOBILE,NT
3521315855,2017-09-07,1972-01-16,O,W,153,STORE,SA
1874069299,2019-04-30,1995-02-20,M,M,MOB,MOBILE,SA
587565372,2018-08-08,1974-05-04,M,S,277,STORE,ACT
6500277560,2019-06-14,1993-11-13,O,D,MOB,MOBILE,ACT
4023919374,2019-10-09,1998-01-15,M,W,393,STORE,SA
9711872284,2019-08-30,1983-02-28,M,W,397,STORE,WA
8797904294,2018-08-11,2005-08-26,M,M,MOB,MOBILE,QLD
3020820002,2019-11-07,1975-05-27,F,W,MOB,MOBILE,QLD
2975463159,2018-11-01,1972-07-13,O,D,MOB,MOBILE,ACT
7381916306,2019-12-14,1973-04-02,F,S,MOB,MOBILE,ACT
3947001970,2019-04-24,1984-06-30,F,M,MOB,MOBILE,NT
8305147335,2018-03-15,1991-02-09,O,W,MOB,MOBILE,WA
8756720596,2018-10-09,2004-11-23,M,W,778,STORE,SA
630427269,2019-12-15,1972-10-29,O,M,026,STORE,SA
9857670678,2019-07-29,1978-05-29,F,M,545,STORE,WA
7348241565,2019-04-14,1983-02-13,M,S,MOB,MOBILE,NSW
2480524221,2018-02-21,2003-08-19,F,W,626,STORE,NSW
782630727,2019-10-08,1993-02-26,F,S,406,STORE,ACT
5630720406,2019-01-30,1971-07-25,O,M,MOB,MOBILE,ACT
2402721231,2017-02-02,1975-05-21,M,D,904,STORE,TAS
492064092,2018-07-16,1992-03-26,M,M,MOB,MOBILE,VIC
3355723609,2019-05-07,1991-03-26,F,D,012,STORE,NT
7151771069,2018-01-31,1995-06-30,O,M,MOB,MOBILE,NT
3774407979,2017-03-29,1996-09-18,F,W,MOB,MOBILE,TAS
4626110109,2019-02-15,1989-12-26,O,W,355,STORE,NT
6360079961,2017-01-10,1982-12-01,O,M,MOB,MOBILE,WA
7090687573,2017-05-16,2005-10-03,M,W,MOB,MOBILE,NSW
2539093146,2018-11-06,1980-01-13,M,W,688,STORE,VIC
3373554072,2019-04-29,1972-06-29,O,D,MOB,MOBILE,SA
1387687254,2019-12-27,1985-07-25,F,M,934,STORE,VIC
1137383505,2017-04-23,1992-01-26,F,W,631,STORE,ACT
2481315740,2019-01-17,1972-01-27,F,D,358,STORE,TAS
4153892551,2017-04-04,1975-03-22,M,M,MOB,MOBILE,QLD
6964097507,2019-11-19,2002-12-23,O,S,MOB,MOBILE,NSW
5965805821,2017-12-16,1988-01-30,O,D,821,STORE,VIC
206236678,2019-02-28,1993-03-16,O,D,MOB,MOBILE,NSW
8104194976,2017-06-24,2001-10-03,M,S,MOB,MOBILE,QLD
1013977755,2019-01-13,1975-04-13,M,W,869,STORE,NT
9436560270,2017-08-26,1970-05-02,F,S,MOB,MOBILE,NSW
9583695344,2017-04-08,1981-06-06,F,W,MOB,MOBILE,ACT
4877093390,2018-03-11,1982-05-17,F,M,MOB,MOBILE,SA
2323014379,2018-03-16,1988-07-15,O,M,MOB,MOBILE,SA
4698348410,2019-08-05,1976-02-01,F,D,055,STORE,VIC
8996298412,2019-06-09,2000-10-12,O,S,208,STORE,NSW
9104876659,2019-07-08,1998-07-10,O,M,MOB,MOBILE,NSW
389101563,2017-02-08,1998-09-27,M,W,MOB,MOBILE,NT
9066978477,2019-08-25,1989-05-29,M,S,718,STORE,NSW
2021653801,2017-12-28,1977-08-06,O,D,363,STORE,VIC
19501548,2018-03-05,1985-10-28,O,S,MOB,MOBILE,NT
7404922578,2018-04-18,1978-12-03,O,M,861,STORE,ACT
8187712681,2019-09-14,1984-12-29,O,D,MOB,MOBILE,WA
2654912627,2019-03-18,1998-06-05,F,M,MOB,MOBILE,NSW
749019545,2017-03-04,2002-06-29,F,S,MOB,MOBILE,ACT
5363272356,2018-08-20,1993-05-18,O,S,MOB,MOBILE,QLD
3520466529,2018-12-14,1998-04-09,O,M,MOB,MOBILE,QLD
4328543437,2019-05-14,2002-07-30,M,D,MOB,MOBILE,QLD
7200707128,2019-04-25,1988-10-11,F,W,MOB,MOBILE,SA
5776746036,2018-09-16,1999-02-01,F,S,MOB,MOBILE,WA
6969497046,2017-08-07,1996-05-16,O,W,MOB,MOBILE,NT
7492962874,2018-07-20,1990-12-22,F,S,MOB,MOBILE,ACT
9280610455,2018-11-24,1999-11-10,O,S,764,STORE,NT
4001762583,2017-05-31,1990-01-05,O,M,MOB,MOBILE,TAS
3816787103,2017-01-01,2000-10-24,F,M,MOB,MOBILE,NSW
945186127,2017-06-26,1976-01-29,M,S,MOB,MOBILE,QLD
5058705502,2018-03-16,1999-06-16,M,S,258,STORE,TAS
8280200264,2017-03-11,2005-08-12,M,D,MOB,MOBILE,WA
5063394241,2019-04-26,1975-07-04,M,D,MOB,MOBILE,VIC
3598000788,2018-04-14,2005-11-23,M,S,996,STORE,VIC
7045158576,2018-08-30,1976-05-26,F,D,MOB,MOBILE,SA
6189402209,2017-10-02,1978-08-14,O,W,330,STORE,NT
4367059772,2018-02-27,1992-08-12,M,D,MOB,MOBILE,NSW
3104106785,2018-05-04,1984-12-29,F,S,578,STORE,SA
2256351036,2017-07-08,1978-01-08,F,D,329,STORE,NSW
7888497918,2017-05-10,1997-01-10,F,W,MOB,MOBILE,TAS
5943876504,2019-05-01,1977-03-21,M,W,132,STORE,ACT
3592267749,2018-01-25,1992-10-03,M,M,MOB,MOBILE,WA
7734807549,2019-11-19,2004-10-05,M,W,757,STORE,NT
5767088527,2017-04-18,1982-02-18,O,M,MOB,MOBILE,NT
3567387696,2017-07-17,2004-06-11,F,S,MOB,MOBILE,NSW
2648788060,2019-09-11,2005-07-23,F,S,813,STORE,TAS
1661274006,2018-03-08,1980-06-15,O,M,MOB,MOBILE,VIC
9160005859,2019-11-14,2003-12-06,F,S,327,STORE,WA
5513472628,2019-11-09,2004-05-31,O,D,673,STORE,TAS
8299626386,2019-09-29,1975-04-20,F,W,508,STORE,SA
3799821009,2019-01-30,1989-01-14,M,W,666,STORE,VIC
1842487913,2017-10-23,2003-06-21,F,W,808,STORE,WA
6713365184,2019-05-18,2004-08-23,F,W,938,STORE,WA
6422550013,2018-11-06,1981-01-06,O,M,110,STORE,NSW
9231910212,2018-04-16,1999-09-28,M,W,164,STORE,NT
7068997447,2018-02-24,1977-02-15,M,M,MOB,MOBILE,NSW
7755396637,2018-08-02,1995-03-21,O,D,MOB,MOBILE,NT
1813680671,2017-04-27,1983-02-09,F,M,MOB,MOBILE,NSW
1239730965,2018-03-12,2001-05-11,M,S,089,STORE,NSW
4889962885,2018-02-25,1981-11-28,O,D,374,STORE,VIC
7205308337,2019-11-25,1980-02-03,M,W,129,STORE,NSW
386481343,2017-03-26,1988-07-20,M,D,MOB,MOBILE,NT
8375913293,2017-01-08,1977-08-27,F,S,MOB,MOBILE,NT
9741525518,2018-02-03,1990-12-17,O,W,MOB,MOBILE,NSW
1337260743,2019-11-20,2001-05-17,F,W,MOB,MOBILE,NT
9940896088,2018-03-14,1973-02-04,F,W,669,STORE,NSW
4555113018,2018-01-02,2004-04-15,F,W,897,STORE,VIC
7531566914,2018-08-04,1997-10-24,M,S,448,STORE,TAS
4671257226,2018-08-04,1983-09-24,O,M,153,STORE,SA
4158780315,2017-07-24,1992-09-04,M,M,MOB,MOBILE,VIC
1847621605,2017-09-20,1998-08-07,F,S,MOB,MOBILE,TAS
6365056456,2019-09-07,1977-10-04,O,S,MOB,MOBILE,ACT
7509333972,2019-07-14,1994-01-09,M,W,MOB,MOBILE,SA
3192640075,2019-08-31,1996-10-29,O,M,MOB,MOBILE,QLD
2332090532,2018-03-28,1991-12-18,O,S,492,STORE,NSW
1494659599,2017-08-01,1996-08-07,M,S,882,STORE,TAS
4202978423,2019-12-14,2001-06-13,F,S,MOB,MOBILE,SA
6682997551,2019-06-30,1991-08-24,F,S,MOB,MOBILE,ACT
5439449335,2018-11-28,2001-07-28,M,D,MOB,MOBILE,NT
1719253927,2017-06-10,1971-05-06,O,W,MOB,MOBILE,QLD
5599311989,2018-06-07,2003-11-26,O,S,605,STORE,VIC
2074611199,2018-01-27,1980-11-17,O,M,MOB,MOBILE,NSW
3095755319,2018-03-27,1978-07-20,F,W,MOB,MOBILE,SA
1038715901,2018-09-14,1995-11-13,F,W,MOB,MOBILE,TAS
7105160066,2019-07-18,1970-03-07,F,W,MOB,MOBILE,VIC
1811185584,2018-12-18,1978-01-03,F,S,MOB,MOBILE,NT
2471791392,2018-08-08,2005-10-22,O,W,MOB,MOBILE,TAS
2805157638,2019-05-29,1988-08-29,F,W,808,STORE,SA
4199803852,2019-02-11,1980-07-12,M,D,882,STORE,QLD
6976464826,2019-09-17,1977-12-09,M,D,MOB,MOBILE,NT
3329052336,2019-01-23,2004-07-15,M,S,594,STORE,VIC
6483119248,2019-03-13,2001-05-24,O,S,268,STORE,ACT
4921030579,2017-04-29,1984-10-09,F,W,MOB,MOBILE,SA
6260439586,2017-11-26,1974-06-29,F,S,332,STORE,VIC
550876133,2018-02-18,1972-09-15,F,D,716,STORE,ACT
1187668362,2019-11-04,1995-07-12,O,S,933,STORE,TAS
4929388765,2017-11-25,1994-10-07,F,W,MOB,MOBILE,ACT
1539699004,2018-12-13,1970-03-09,F,D,MOB,MOBILE,NT
7943207422,2018-07-22,1996-01-10,O,W,MOB,MOBILE,QLD
8858400588,2017-01-08,2003-01-27,F,S,259,STORE,WA
8528703980,2017-07-06,1973-03-10,F,M,030,STORE,WA
4405374139,2018-09-14,1978-08-20,M,W,MOB,MOBILE,SA
1270369716,2019-10-17,1992-08-02,F,W,087,STORE,SA
9168817692,2017-05-11,1986-02-28,F,D,MOB,MOBILE,ACT
4871239105,2019-11-13,1977-11-30,M,M,MOB,MOBILE,SA
111807313,2017-12-22,1995-11-28,F,M,623,STORE,WA
5038663827,2018-02-18,2002-09-19,M,S,366,STORE,QLD
686361048,2017-05-08,1986-06-16,F,S,MOB,MOBILE,NT
174808362,2018-04-05,2004-05-29,M,D,901,STORE,TAS
5552489855,2017-10-12,2000-02-13,M,S,MOB,MOBILE,ACT
6451217076,2019-05-02,1983-05-08,O,D,443,STORE,VIC
8746851038,2018-02-02,1985-01-29,F,W,MOB,MOBILE,QLD
7822308285,2019-10-10,1989-05-05,O,W,792,STORE,NSW
2319150394,2019-05-05,1999-12-12,F,W,527,STORE,SA
5093343478,2019-01-09,2000-06-16,F,W,MOB,MOBILE,NT
5227114451,2019-07-11,1990-11-15,O,S,MOB,MOBILE,WA
6456781424,2019-02-16,1978-06-29,M,M,260,STORE,SA
9308607073,2017-09-28,2004-11-18,M,S,MOB,MOBILE,SA
571475899,2017-04-05,1971-09-14,F,M,MOB,MOBILE,SA
4687538034,2018-05-13,1972-04-05,O,W,752,STORE,NT
7275579020,2018-01-04,2000-09-01,M,M,MOB,MOBILE,SA
9506282808,2019-08-02,1973-09-24,M,S,MOB,MOBILE,TAS
3280644390,2019-07-07,1996-11-30,M,S,837,STORE,SA
6219890266,2019-06-15,2004-09-23,M,W,MOB,MOBILE,QLD
4070444572,2018-08-10,1973-10-25,F,M,953,STORE,SA
5425835552,2019-03-26,1974-10-24,O,M,MOB,MOBILE,NT
2065073263,2018-11-06,1993-05-31,O,D,841,STORE,ACT
2759171671,2018-08-11,1999-01-22,F,D,416,STORE,TAS
2799589980,2018-04-10,1984-11-20,M,M,004,STORE,TAS
8838596462,2018-05-06,1981-01-07,F,D,MOB,MOBILE,NSW
2518408112,2019-08-15,1997-01-31,O,S,MOB,MOBILE,NSW
447310902,2017-01-14,1997-08-06,M,W,MOB,MOBILE,NT
8207023806,2019-12-19,2002-12-14,M,S,MOB,MOBILE,ACT
3667380528,2019-08-19,1970-04-16,F,M,MOB,MOBILE,WA
72901909,2018-12-17,1981-09-15,F,W,150,STORE,QLD
248833852,2019-01-05,1999-10-28,O,D,MOB,MOBILE,SA
5839163749,2019-10-06,1987-04-14,M,W,445,STORE,ACT
7466444433,2018-05-05,1978-11-14,M,D,909,STORE,NT
4752464462,2019-02-27,1982-06-19,F,S,676,STORE,NT
6781088617,2019-01-29,2001-08-07,F,M,MOB,MOBILE,SA
400353705,2017-02-17,1980-11-12,M,D,MOB,MOBILE,VIC
164056102,2018-12-16,1974-10-06,O,M,019,STORE,ACT
7035467493,2017-01-19,1977-04-27,F,D,871,STORE,WA
2489539376,2017-12-07,1970-07-13,O,M,MOB,MOBILE,VIC
4585948387,2017-09-23,1972-03-13,M,D,363,STORE,NT
6495006796,2019-06-27,1987-07-27,F,W,597,STORE,QLD
333953292,2019-10-17,1983-02-18,M,W,516,STORE,ACT
8097369282,2018-08-15,1987-06-09,M,S,MOB,MOBILE,TAS
6278753114,2019-07-09,1971-01-19,O,S,MOB,MOBILE,NSW
6133213417,2018-08-18,1987-10-23,O,M,MOB,MOBILE,VIC
7580488227,2018-11-07,1970-03-10,F,M,183,STORE,TAS
7775735959,2018-12-22,1990-05-27,F,W,MOB,MOBILE,QLD
5885081731,2018-04-29,1995-06-26,F,M,055,STORE,TAS
1843193070,2018-10-10,1981-09-16,F,S,017,STORE,QLD
3117233701,2018-01-11,1997-02-01,O,D,465,STORE,WA
3231349149,2019-08-28,1987-08-02,M,W,MOB,MOBILE,WA
4695638707,2018-03-09,1987-01-03,M,D,MOB,MOBILE,QLD
631491297,2018-11-06,1980-03-26,F,D,420,STORE,ACT
6363646724,2019-12-05,2001-11-05,M,W,735,STORE,NSW
9007149467,2018-12-09,1980-11-22,M,D,MOB,MOBILE,SA
7614452042,2018-01-23,1979-02-11,O,S,969,STORE,NT
5193275141,2017-01-27,2001-02-14,M,D,055,STORE,NT
6116417243,2018-01-07,1992-07-29,O,S,239,STORE,SA
7690663378,2018-12-02,1984-08-17,O,S,MOB,MOBILE,NSW
7763545432,2019-04-24,1998-08-01,M,M,180,STORE,VIC
7980783484,2017-09-15,1974-06-27,F,D,MOB,MOBILE,ACT
5405616633,2019-03-31,1989-02-13,M,M,958,STORE,WA
1434080535,2018-01-05,1982-12-25,M,S,MOB,MOBILE,NT
2682720836,2019-02-11,2004-03-17,M,D,342,STORE,VIC
3020270649,2019-06-29,1975-12-28,F,D,446,STORE,TAS
4207081528,2019-01-02,1988-10-31,M,S,MOB,MOBILE,ACT
8640022743,2018-04-28,1985-09-23,M,W,953,STORE,ACT
9280582146,2018-03-08,1973-04-01,M,M,MOB,MOBILE,QLD
1719535720,2019-11-01,1984-05-24,F,S,MOB,MOBILE,NSW
4706196485,2019-02-22,1999-02-22,M,S,951,STORE,QLD
9166695883,2019-05-18,1991-01-09,M,W,074,STORE,NSW
3052608612,2017-04-24,1987-11-22,O,S,MOB,MOBILE,QLD
2797694156,2017-10-01,2004-12-12,M,D,780,STORE,NSW
7792494358,2017-09-14,1982-07-29,O,S,MOB,MOBILE,QLD
2555954366,2017-02-27,1970-11-30,O,W,MOB,MOBILE,ACT
2282809326,2018-08-08,2003-10-20,O,W,MOB,MOBILE,NSW
9256112744,2017-03-17,1983-11-24,O,S,549,STORE,NSW
4148142321,2019-11-08,1990-04-26,F,D,MOB,MOBILE,ACT
1917009914,2017-01-25,1982-12-12,M,W,MOB,MOBILE,NT
7976680136,2017-03-18,1983-08-01,F,W,237,STORE,NSW
5086817609,2019-04-19,2002-07-10,M,S,MOB,MOBILE,TAS
246544239,2019-05-30,2001-04-01,F,S,MOB,MOBILE,TAS
7870578670,2018-01-22,1992-09-05,F,W,334,STORE,TAS
2315826079,2018-07-14,1981-05-25,M,M,505,STORE,NSW
4049380578,2018-10-04,1977-10-04,F,S,MOB,MOBILE,SA
2710156996,2017-08-05,1995-12-31,F,M,965,STORE,ACT
6345176527,2018-01-27,1986-04-02,O,D,162,STORE,NSW
4564200378,2017-10-22,1999-11-24,M,W,MOB,MOBILE,NSW
