MEMBER_NO,DATE,BRANCH_CODE,BRANCH_TYPE,AMOUNT,CURRENCY,TRAN_CODE,TRAN_DESC
9875660609,2020-01-29,MOB,MOBILE,415.50,PHP,IN1005,TYPE5
8307380902,2020-02-20,MOB,MOBILE,1484.00,PHP,IN1001,TYPE1
9811623382,2020-02-17,MOB,MOBILE,1243.75,PHP,IN1001,TYPE1
7520050591,2020-08-31,973,STORE,6595.25,PHP,IN1003,TYPE3
1764844407,2020-10-12,MOB,MOBILE,2617.50,PHP,IN1003,TYPE3
1037777891,2020-05-01,703,STORE,1252.75,PHP,IN1004,TYPE4
7829053024,2020-12-25,MOB,MOBILE,6812.75,PHP,IN1002,TYPE2
5413196638,2020-10-30,MOB,MOBILE,8740.75,PHP,IN1003,TYPE3
8758457627,2020-08-04,MOB,MOBILE,7014.25,PHP,IN1002,TYPE2
0174210057,2020-12-22,MOB,MOBILE,4654.25,PHP,IN1003,TYPE3
1409461451,2020-02-17,240,STORE,7547.50,PHP,IN1004,TYPE4
3991398519,2020-10-12,MOB,MOBILE,5819.00,PHP,IN1004,TYPE4
1395640651,2020-02-28,557,STORE,1414.00,PHP,IN1002,TYPE2
1402358419,2020-01-08,424,STORE,5095.75,PHP,IN1005,TYPE5
9250740946,2020-08-04,MOB,MOBILE,4260.50,PHP,IN1003,TYPE3
8301680082,2020-11-24,MOB,MOBILE,7356.75,PHP,IN1003,TYPE3
2200858826,2020-09-12,930,STORE,8906.50,PHP,IN1004,TYPE4
2549235625,2020-03-15,MOB,MOBILE,2159.50,PHP,IN1001,TYPE1
0710631790,2020-11-22,999,STORE,2564.50,PHP,IN1003,TYPE3
3377843324,2020-11-01,MOB,MOBILE,4036.50,PHP,IN1002,TYPE2
0946236132,2020-01-12,MOB,MOBILE,9297.25,PHP,IN1002,TYPE2
4789320002,2020-11-09,MOB,MOBILE,9375.25,PHP,IN1003,TYPE3
0806270678,2020-11-03,MOB,MOBILE,5087.00,PHP,IN1004,TYPE4
7963922739,2020-07-24,713,STORE,2317.00,PHP,IN1004,TYPE4
2777327829,2020-09-08,MOB,MOBILE,5365.00,PHP,IN1005,TYPE5
0823787073,2020-05-25,MOB,MOBILE,9566.50,PHP,IN1004,TYPE4
0759605575,2020-08-04,080,STORE,8927.25,PHP,IN1003,TYPE3
4667688394,2020-09-04,177,STORE,9550.50,PHP,IN1002,TYPE2
1290056159,2020-03-09,MOB,MOBILE,5401.50,PHP,IN1003,TYPE3
9868753023,2020-10-08,145,STORE,9236.50,PHP,IN1003,TYPE3
7406256900,2020-09-16,194,STORE,6877.75,PHP,IN1001,TYPE1
7988648104,2020-08-20,MOB,MOBILE,2940.00,PHP,IN1001,TYPE1
9797278512,2020-09-01,MOB,MOBILE,6154.00,PHP,IN1001,TYPE1
6104916724,2020-12-17,521,STORE,3459.75,PHP,IN1004,TYPE4
4641526523,2020-10-20,MOB,MOBILE,9298.00,PHP,IN1001,TYPE1
7915031993,2020-04-23,MOB,MOBILE,4366.50,PHP,IN1001,TYPE1
8998851947,2020-08-18,MOB,MOBILE,7706.00,PHP,IN1002,TYPE2
9310180541,2020-12-21,160,STORE,6964.00,PHP,IN1004,TYPE4
1511748803,2020-09-01,850,STORE,7880.25,PHP,IN1005,TYPE5
3917440714,2020-09-30,MOB,MOBILE,2386.75,PHP,IN1003,TYPE3
2491199640,2020-05-19,975,STORE,8427.75,PHP,IN1002,TYPE2
7129152494,2020-09-25,189,STORE,8482.25,PHP,IN1001,TYPE1
3514486281,2020-07-13,217,STORE,9780.25,PHP,IN1003,TYPE3
1988861808,2020-05-17,045,STORE,2696.00,PHP,IN1005,TYPE5
8584098150,2020-03-12,MOB,MOBILE,6379.00,PHP,IN1003,TYPE3
7878160762,2020-09-11,MOB,MOBILE,2292.00,PHP,IN1003,TYPE3
8405975022,2020-01-29,425,STORE,5824.25,PHP,IN1003,TYPE3
2106689590,2020-06-06,015,STORE,2000.75,PHP,IN1002,TYPE2
8875192108,2020-03-07,505,STORE,5918.50,PHP,IN1001,TYPE1
7764511267,2020-11-07,449,STORE,2802.50,PHP,IN1001,TYPE1
9653987362,2020-06-12,089,STORE,8047.75,PHP,IN1001,TYPE1
9844609739,2020-11-05,475,STORE,1747.75,PHP,IN1003,TYPE3
8557004864,2020-03-30,MOB,MOBILE,5877.50,PHP,IN1005,TYPE5
2686029656,2020-09-30,745,STORE,8340.00,PHP,IN1001,TYPE1
0631113451,2020-03-25,748,STORE,3983.50,PHP,IN1005,TYPE5
3373496264,2020-09-03,MOB,MOBILE,8198.50,PHP,IN1002,TYPE2
8380432129,2020-11-21,MOB,MOBILE,6520.50,PHP,IN1003,TYPE3
6819453257,2020-05-04,MOB,MOBILE,3631.50,PHP,IN1005,TYPE5
0238736887,2020-01-02,157,STORE,4487.75,PHP,IN1005,TYPE5
6349074663,2020-06-23,MOB,MOBILE,7563.25,PHP,IN1002,TYPE2
1685958228,2020-04-19,643,STORE,3318.25,PHP,IN1002,TYPE2
8393415308,2020-04-27,820,STORE,117.25,PHP,IN1002,TYPE2
3480982357,2020-09-06,MOB,MOBILE,4280.00,PHP,IN1004,TYPE4
0255768982,2020-10-10,845,STORE,5268.50,PHP,IN1005,TYPE5
3145196874,2020-12-10,MOB,MOBILE,3493.00,PHP,IN1004,TYPE4
3608853940,2020-07-14,MOB,MOBILE,2229.25,PHP,IN1004,TYPE4
9599900149,2020-01-23,MOB,MOBILE,7465.50,PHP,IN1002,TYPE2
2751514573,2020-04-12,809,STORE,9851.00,PHP,IN1003,TYPE3
7701706425,2020-04-23,MOB,MOBILE,7373.75,PHP,IN1001,TYPE1
4391820572,2020-12-07,MOB,MOBILE,9192.50,PHP,IN1004,TYPE4
2348321865,2020-04-28,MOB,MOBILE,5342.00,PHP,IN1003,TYPE3
6772053918,2020-06-15,578,STORE,6917.25,PHP,IN1005,TYPE5
4303013915,2020-07-29,MOB,MOBILE,5467.50,PHP,IN1003,TYPE3
5461021453,2020-11-07,533,STORE,3683.00,PHP,IN1004,TYPE4
9229750037,2020-04-16,988,STORE,5800.75,PHP,IN1001,TYPE1
2640503706,2020-04-19,MOB,MOBILE,8237.00,PHP,IN1001,TYPE1
9712397829,2020-11-12,423,STORE,7354.75,PHP,IN1002,TYPE2
6905017514,2020-03-19,MOB,MOBILE,786.00,PHP,IN1005,TYPE5
6011356648,2020-07-22,MOB,MOBILE,8765.00,PHP,IN1004,TYPE4
8833715367,2020-11-03,MOB,MOBILE,3073.50,PHP,IN1002,TYPE2
9212821372,2020-07-01,MOB,MOBILE,4731.00,PHP,IN1004,TYPE4
1055070584,2020-06-13,MOB,MOBILE,6268.75,PHP,IN1004,TYPE4
2541645099,2020-02-14,802,STORE,2278.50,PHP,IN1002,TYPE2
9450556908,2020-03-26,MOB,MOBILE,1103.00,PHP,IN1004,TYPE4
7824309371,2020-12-30,MOB,MOBILE,8376.00,PHP,IN1001,TYPE1
9619529259,2020-02-14,007,STORE,1353.00,PHP,IN1004,TYPE4
0832500878,2020-04-19,MOB,MOBILE,9382.75,PHP,IN1003,TYPE3
9515220671,2020-09-02,MOB,MOBILE,8411.25,PHP,IN1003,TYPE3
2784290849,2020-02-08,MOB,MOBILE,7286.00,PHP,IN1001,TYPE1
0833402421,2020-02-01,784,STORE,5942.50,PHP,IN1002,TYPE2
6577064841,2020-04-14,MOB,MOBILE,4520.75,PHP,IN1001,TYPE1
1735993776,2020-06-07,864,STORE,8941.00,PHP,IN1001,TYPE1
8331769864,2020-11-05,148,STORE,8101.25,PHP,IN1003,TYPE3
4789659715,2020-11-09,285,STORE,431.75,PHP,IN1005,TYPE5
3702296423,2020-10-13,MOB,MOBILE,9596.75,PHP,IN1003,TYPE3
4872802018,2020-07-14,MOB,MOBILE,8282.00,PHP,IN1002,TYPE2
8199620180,2020-09-29,MOB,MOBILE,8644.75,PHP,IN1003,TYPE3
4428178358,2020-08-18,973,STORE,3136.25,PHP,IN1005,TYPE5
7350351419,2020-04-11,448,STORE,5871.00,PHP,IN1005,TYPE5
4270702246,2020-03-07,653,STORE,6685.75,PHP,IN1005,TYPE5
4380937461,2020-05-26,092,STORE,2572.50,PHP,IN1002,TYPE2
9097723970,2020-10-12,679,STORE,6221.00,PHP,IN1005,TYPE5
3022190066,2020-10-22,581,STORE,2748.50,PHP,IN1003,TYPE3
5713261245,2020-12-15,861,STORE,2438.75,PHP,IN1004,TYPE4
4547571604,2020-05-18,652,STORE,3688.00,PHP,IN1001,TYPE1
1650575895,2020-10-02,216,STORE,4411.75,PHP,IN1002,TYPE2
7888705325,2020-12-20,MOB,MOBILE,5740.00,PHP,IN1003,TYPE3
0850378878,2020-10-12,442,STORE,6552.00,PHP,IN1003,TYPE3
4210634730,2020-02-07,MOB,MOBILE,161.50,PHP,IN1005,TYPE5
4099596687,2020-09-20,MOB,MOBILE,229.00,PHP,IN1003,TYPE3
3482991615,2020-04-30,693,STORE,3199.75,PHP,IN1004,TYPE4
0206661126,2020-05-24,MOB,MOBILE,287.50,PHP,IN1002,TYPE2
5798473202,2020-06-30,683,STORE,218.75,PHP,IN1004,TYPE4
5497560606,2020-05-30,MOB,MOBILE,8123.00,PHP,IN1005,TYPE5
4095873994,2020-04-22,MOB,MOBILE,2428.50,PHP,IN1002,TYPE2
3474474109,2020-06-23,225,STORE,7091.25,PHP,IN1004,TYPE4
5534519709,2020-05-08,357,STORE,2479.50,PHP,IN1003,TYPE3
4527064784,2020-02-07,MOB,MOBILE,477.00,PHP,IN1003,TYPE3
0483836920,2020-09-10,MOB,MOBILE,4867.50,PHP,IN1004,TYPE4
2750569629,2020-02-09,765,STORE,3305.50,PHP,IN1004,TYPE4
4415374285,2020-01-23,205,STORE,228.50,PHP,IN1005,TYPE5
7438992123,2020-03-06,529,STORE,2085.25,PHP,IN1004,TYPE4
3039306940,2020-12-10,MOB,MOBILE,8548.00,PHP,IN1005,TYPE5
2908609950,2020-03-31,MOB,MOBILE,4731.00,PHP,IN1005,TYPE5
3299994051,2020-01-17,432,STORE,8255.25,PHP,IN1004,TYPE4
1627704997,2020-09-25,749,STORE,4257.00,PHP,IN1001,TYPE1
5327539012,2020-12-03,MOB,MOBILE,1722.50,PHP,IN1001,TYPE1
4262657749,2020-07-05,222,STORE,187.50,PHP,IN1001,TYPE1
6215561111,2020-04-27,MOB,MOBILE,2639.50,PHP,IN1001,TYPE1
0438883300,2020-08-24,508,STORE,3930.50,PHP,IN1004,TYPE4
5964754236,2020-04-12,MOB,MOBILE,8072.50,PHP,IN1001,TYPE1
5025580817,2020-12-10,184,STORE,7783.25,PHP,IN1001,TYPE1
6148260154,2020-01-17,MOB,MOBILE,7953.50,PHP,IN1001,TYPE1
6079432125,2020-03-09,815,STORE,7327.75,PHP,IN1004,TYPE4
9784813457,2020-11-29,590,STORE,6202.25,PHP,IN1003,TYPE3
7622855283,2020-12-27,MOB,MOBILE,7463.25,PHP,IN1002,TYPE2
4947828133,2020-11-30,MOB,MOBILE,1356.75,PHP,IN1005,TYPE5
6364930429,2020-05-25,839,STORE,4867.75,PHP,IN1003,TYPE3
5166081099,2020-08-30,MOB,MOBILE,5861.25,PHP,IN1005,TYPE5
0635378975,2020-04-13,MOB,MOBILE,5559.50,PHP,IN1003,TYPE3
6299514295,2020-06-06,496,STORE,588.25,PHP,IN1001,TYPE1
9289154240,2020-02-13,MOB,MOBILE,3177.25,PHP,IN1005,TYPE5
2839664783,2020-05-17,027,STORE,9039.25,PHP,IN1002,TYPE2
4246483915,2020-03-10,MOB,MOBILE,3061.50,PHP,IN1003,TYPE3
7105256492,2020-03-16,461,STORE,6578.50,PHP,IN1002,TYPE2
1367001761,2020-06-03,720,STORE,1945.00,PHP,IN1004,TYPE4
0358285434,2020-12-16,MOB,MOBILE,2678.75,PHP,IN1005,TYPE5
2299858273,2020-02-15,943,STORE,5205.50,PHP,IN1003,TYPE3
6009737682,2020-06-30,MOB,MOBILE,9727.75,PHP,IN1003,TYPE3
4755742395,2020-10-08,MOB,MOBILE,2058.00,PHP,IN1004,TYPE4
6105613688,2020-04-27,MOB,MOBILE,8293.75,PHP,IN1004,TYPE4
1720867854,2020-07-03,185,STORE,2463.50,PHP,IN1004,TYPE4
7757019486,2020-07-08,MOB,MOBILE,5125.50,PHP,IN1005,TYPE5
9468315918,2020-01-02,098,STORE,9801.25,PHP,IN1002,TYPE2
0378240925,2020-06-30,MOB,MOBILE,8159.00,PHP,IN1004,TYPE4
9665119650,2020-11-20,MOB,MOBILE,3105.50,PHP,IN1005,TYPE5
4954531398,2020-01-20,740,STORE,9046.25,PHP,IN1002,TYPE2
2109666667,2020-09-22,530,STORE,7414.25,PHP,IN1005,TYPE5
0008146237,2020-06-22,MOB,MOBILE,7560.75,PHP,IN1004,TYPE4
0284323638,2020-05-25,106,STORE,4434.75,PHP,IN1001,TYPE1
1897192077,2020-11-06,413,STORE,7383.75,PHP,IN1002,TYPE2
6252155290,2020-08-10,257,STORE,8968.00,PHP,IN1003,TYPE3
5534334041,2020-01-24,498,STORE,4227.50,PHP,IN1002,TYPE2
9047924498,2020-06-06,MOB,MOBILE,7554.75,PHP,IN1003,TYPE3
7619739924,2020-01-15,MOB,MOBILE,8453.00,PHP,IN1001,TYPE1
5172659117,2020-07-15,MOB,MOBILE,7169.00,PHP,IN1002,TYPE2
0489857823,2020-10-30,575,STORE,3604.75,PHP,IN1004,TYPE4
8955099628,2020-05-21,682,STORE,667.75,PHP,IN1002,TYPE2
1314591041,2020-01-04,MOB,MOBILE,9726.25,PHP,IN1001,TYPE1
3857312144,2020-02-10,952,STORE,1039.75,PHP,IN1003,TYPE3
3453263549,2020-02-22,MOB,MOBILE,5017.00,PHP,IN1003,TYPE3
4419626132,2020-09-30,555,STORE,2832.50,PHP,IN1004,TYPE4
5048780160,2020-01-22,MOB,MOBILE,5910.00,PHP,IN1001,TYPE1
0454318289,2020-01-30,699,STORE,680.00,PHP,IN1005,TYPE5
8746347618,2020-01-03,119,STORE,9325.75,PHP,IN1002,TYPE2
2287042961,2020-06-25,495,STORE,1135.50,PHP,IN1002,TYPE2
7737770323,2020-04-19,214,STORE,8586.50,PHP,IN1004,TYPE4
0102005400,2020-02-27,550,STORE,5238.25,PHP,IN1003,TYPE3
6896739814,2020-06-20,389,STORE,1750.75,PHP,IN1003,TYPE3
0612411892,2020-05-12,MOB,MOBILE,2897.50,PHP,IN1005,TYPE5
7923490400,2020-07-04,MOB,MOBILE,2377.75,PHP,IN1003,TYPE3
1035196039,2020-02-14,MOB,MOBILE,9296.25,PHP,IN1005,TYPE5
7874573943,2020-06-28,098,STORE,582.25,PHP,IN1003,TYPE3
9288926227,2020-03-25,MOB,MOBILE,5995.25,PHP,IN1002,TYPE2
5662843140,2020-01-25,851,STORE,1811.25,PHP,IN1002,TYPE2
8314474157,2020-07-15,270,STORE,6710.75,PHP,IN1002,TYPE2
7102503751,2020-02-14,MOB,MOBILE,2296.00,PHP,IN1003,TYPE3
6330332367,2020-03-11,856,STORE,7096.00,PHP,IN1003,TYPE3
8240106628,2020-08-18,MOB,MOBILE,410.75,PHP,IN1003,TYPE3
6373798078,2020-11-15,835,STORE,3285.50,PHP,IN1005,TYPE5
7291181470,2020-06-13,651,STORE,9275.50,PHP,IN1001,TYPE1
9188115703,2020-08-27,MOB,MOBILE,7941.00,PHP,IN1002,TYPE2
0750236470,2020-04-16,MOB,MOBILE,1326.50,PHP,IN1003,TYPE3
7994256675,2020-09-16,MOB,MOBILE,2106.50,PHP,IN1004,TYPE4
3456233240,2020-12-31,073,STORE,6137.00,PHP,IN1005,TYPE5
0229747868,2020-04-30,MOB,MOBILE,3388.25,PHP,IN1004,TYPE4
4964221163,2020-07-19,MOB,MOBILE,7486.50,PHP,IN1004,TYPE4
3034481664,2020-05-31,321,STORE,417.50,PHP,IN1004,TYPE4
1767823348,2020-12-01,751,STORE,9027.50,PHP,IN1001,TYPE1
1423292803,2020-01-12,MOB,MOBILE,5715.75,PHP,IN1001,TYPE1
1812605533,2020-04-19,MOB,MOBILE,2171.75,PHP,IN1005,TYPE5
9185064586,2020-06-08,152,STORE,5261.25,PHP,IN1003,TYPE3
6274556106,2020-04-30,585,STORE,4486.25,PHP,IN1001,TYPE1
7609788067,2020-08-18,975,STORE,1354.25,PHP,IN1001,TYPE1
5069524248,2020-04-10,310,STORE,1445.75,PHP,IN1004,TYPE4
0650244917,2020-06-17,518,STORE,1628.75,PHP,IN1001,TYPE1
7174288931,2020-07-17,529,STORE,2516.50,PHP,IN1005,TYPE5
1952072966,2020-07-06,MOB,MOBILE,5880.50,PHP,IN1001,TYPE1
4565032802,2020-03-27,MOB,MOBILE,5336.25,PHP,IN1004,TYPE4
6656587977,2020-01-28,939,STORE,960.75,PHP,IN1003,TYPE3
0598309163,2020-05-03,MOB,MOBILE,5620.75,PHP,IN1004,TYPE4
8959572268,2020-06-03,517,STORE,2553.50,PHP,IN1001,TYPE1
1696242280,2020-09-20,808,STORE,996.25,PHP,IN1002,TYPE2
0962548719,2020-03-28,549,STORE,1204.25,PHP,IN1001,TYPE1
6296428954,2020-08-21,MOB,MOBILE,5075.75,PHP,IN1004,TYPE4
6840206377,2020-10-04,347,STORE,2990.50,PHP,IN1005,TYPE5
3909523937,2020-03-19,130,STORE,183.50,PHP,IN1001,TYPE1
8089687383,2020-02-10,MOB,MOBILE,3375.00,PHP,IN1005,TYPE5
3684285830,2020-04-10,858,STORE,9100.75,PHP,IN1005,TYPE5
4261921614,2020-02-13,882,STORE,3042.50,PHP,IN1001,TYPE1
9604116859,2020-02-19,054,STORE,3977.75,PHP,IN1003,TYPE3
2294926373,2020-03-14,MOB,MOBILE,2100.75,PHP,IN1001,TYPE1
1803216088,2020-07-02,788,STORE,1221.50,PHP,IN1005,TYPE5
9289395833,2020-04-14,MOB,MOBILE,9179.00,PHP,IN1004,TYPE4
1959254549,2020-10-19,742,STORE,662.50,PHP,IN1005,TYPE5
1937847950,2020-08-29,674,STORE,3828.50,PHP,IN1003,TYPE3
9491472699,2020-01-13,MOB,MOBILE,2465.25,PHP,IN1003,TYPE3
8120471423,2020-01-26,MOB,MOBILE,3821.50,PHP,IN1002,TYPE2
3872348588,2020-05-10,MOB,MOBILE,3568.00,PHP,IN1004,TYPE4
2565984385,2020-09-01,MOB,MOBILE,4728.50,PHP,IN1005,TYPE5
6101870214,2020-06-08,299,STORE,9063.75,PHP,IN1003,TYPE3
8041063957,2020-12-03,MOB,MOBILE,4715.50,PHP,IN1004,TYPE4
5897761675,2020-11-19,MOB,MOBILE,1397.75,PHP,IN1001,TYPE1
1545661937,2020-08-20,MOB,MOBILE,317.00,PHP,IN1003,TYPE3
2790743853,2020-12-02,MOB,MOBILE,3558.50,PHP,IN1001,TYPE1
7359434693,2020-01-16,MOB,MOBILE,4366.50,PHP,IN1005,TYPE5
9733122003,2020-08-15,MOB,MOBILE,3090.50,PHP,IN1004,TYPE4
1541518803,2020-10-17,481,STORE,7488.25,PHP,IN1001,TYPE1
6562351126,2020-07-23,MOB,MOBILE,9720.50,PHP,IN1001,TYPE1
4978133173,2020-01-23,495,STORE,5645.50,PHP,IN1004,TYPE4
0127224938,2020-11-30,MOB,MOBILE,1096.25,PHP,IN1001,TYPE1
8376594327,2020-08-08,090,STORE,4282.25,PHP,IN1004,TYPE4
9769835925,2020-09-21,MOB,MOBILE,3293.50,PHP,IN1002,TYPE2
5061360793,2020-03-17,MOB,MOBILE,1415.00,PHP,IN1001,TYPE1
2780241271,2020-01-29,MOB,MOBILE,7054.25,PHP,IN1001,TYPE1
9723603197,2020-07-28,MOB,MOBILE,6221.75,PHP,IN1003,TYPE3
4546505178,2020-06-30,848,STORE,7842.75,PHP,IN1003,TYPE3
1976122871,2020-12-01,209,STORE,3958.25,PHP,IN1002,TYPE2
5908559213,2020-08-16,339,STORE,6330.00,PHP,IN1005,TYPE5
7102472356,2020-04-23,MOB,MOBILE,6663.25,PHP,IN1005,TYPE5
0674087217,2020-02-08,MOB,MOBILE,4684.00,PHP,IN1003,TYPE3
0634461990,2020-09-22,207,STORE,9538.75,PHP,IN1003,TYPE3
2429219092,2020-10-04,208,STORE,3449.25,PHP,IN1003,TYPE3
6318336583,2020-11-06,280,STORE,9714.00,PHP,IN1001,TYPE1
8938138609,2020-11-04,064,STORE,1644.00,PHP,IN1005,TYPE5
6188073350,2020-02-13,570,STORE,3162.00,PHP,IN1001,TYPE1
6888234254,2020-11-12,MOB,MOBILE,2182.00,PHP,IN1004,TYPE4
8338243156,2020-06-02,798,STORE,6258.50,PHP,IN1004,TYPE4
1118979197,2020-07-05,687,STORE,848.25,PHP,IN1004,TYPE4
8119635493,2020-02-15,947,STORE,8192.00,PHP,IN1004,TYPE4
0541446296,2020-12-28,477,STORE,8554.75,PHP,IN1002,TYPE2
0032440399,2020-06-18,MOB,MOBILE,8040.50,PHP,IN1003,TYPE3
3817295966,2020-12-28,MOB,MOBILE,4468.25,PHP,IN1003,TYPE3
3752598381,2020-09-30,MOB,MOBILE,7974.75,PHP,IN1005,TYPE5
7372032033,2020-10-11,680,STORE,5792.75,PHP,IN1002,TYPE2
9512184298,2020-01-21,508,STORE,4563.50,PHP,IN1001,TYPE1
9484358060,2020-07-15,MOB,MOBILE,1800.50,PHP,IN1002,TYPE2
2543957834,2020-10-23,026,STORE,8583.75,PHP,IN1005,TYPE5
2298761399,2020-05-26,510,STORE,3110.50,PHP,IN1005,TYPE5
4392904331,2020-07-01,MOB,MOBILE,9541.00,PHP,IN1001,TYPE1
4195346557,2020-02-07,591,STORE,6464.50,PHP,IN1003,TYPE3
9069954783,2020-02-01,989,STORE,1908.50,PHP,IN1001,TYPE1
2383149859,2020-11-17,MOB,MOBILE,4663.00,PHP,IN1003,TYPE3
8333630085,2020-01-28,MOB,MOBILE,4073.25,PHP,IN1002,TYPE2
5918170501,2020-11-23,527,STORE,3135.50,PHP,IN1002,TYPE2
5287564530,2020-08-19,367,STORE,604.00,PHP,IN1002,TYPE2
0783599247,2020-06-03,729,STORE,7527.00,PHP,IN1002,TYPE2
7425485260,2020-08-17,442,STORE,239.25,PHP,IN1005,TYPE5
5474207693,2020-07-12,MOB,MOBILE,8654.75,PHP,IN1001,TYPE1
9674317765,2020-05-07,MOB,MOBILE,6868.75,PHP,IN1005,TYPE5
9753419112,2020-05-10,MOB,MOBILE,5244.75,PHP,IN1003,TYPE3
2810872629,2020-08-11,622,STORE,4498.75,PHP,IN1002,TYPE2
3449844269,2020-08-20,217,STORE,9468.25,PHP,IN1002,TYPE2
0142770345,2020-12-17,MOB,MOBILE,4950.25,PHP,IN1005,TYPE5
3696059328,2020-05-26,MOB,MOBILE,9544.75,PHP,IN1002,TYPE2
8224696654,2020-02-08,515,STORE,3420.75,PHP,IN1004,TYPE4
4580029963,2020-02-26,270,STORE,9913.75,PHP,IN1002,TYPE2
6287068577,2020-07-06,747,STORE,1242.50,PHP,IN1002,TYPE2
6238834619,2020-09-25,MOB,MOBILE,2934.50,PHP,IN1002,TYPE2
6335797273,2020-02-20,986,STORE,5133.25,PHP,IN1005,TYPE5
8716131916,2020-11-19,309,STORE,7975.25,PHP,IN1004,TYPE4
1343330821,2020-04-10,309,STORE,8919.25,PHP,IN1003,TYPE3
6189782136,2020-03-19,MOB,MOBILE,2316.50,PHP,IN1004,TYPE4
1695834503,2020-04-21,986,STORE,4075.50,PHP,IN1005,TYPE5
4315232030,2020-10-11,MOB,MOBILE,6044.25,PHP,IN1002,TYPE2
8751071128,2020-06-08,393,STORE,2650.00,PHP,IN1002,TYPE2
4587206034,2020-01-28,MOB,MOBILE,5176.00,PHP,IN1003,TYPE3
2969039828,2020-02-18,MOB,MOBILE,8784.00,PHP,IN1002,TYPE2
3245610440,2020-07-03,735,STORE,4173.50,PHP,IN1005,TYPE5
7178011798,2020-09-08,MOB,MOBILE,5026.75,PHP,IN1004,TYPE4
7608240242,2020-11-28,MOB,MOBILE,7330.50,PHP,IN1002,TYPE2
7895138954,2020-01-03,MOB,MOBILE,8564.50,PHP,IN1001,TYPE1
6681048245,2020-05-09,263,STORE,1993.25,PHP,IN1001,TYPE1
2605036888,2020-11-18,870,STORE,665.50,PHP,IN1001,TYPE1
1963816798,2020-06-04,MOB,MOBILE,2942.00,PHP,IN1005,TYPE5
1496753313,2020-11-25,MOB,MOBILE,350.25,PHP,IN1003,TYPE3
0982609177,2020-05-15,MOB,MOBILE,9143.00,PHP,IN1001,TYPE1
7935575717,2020-01-27,271,STORE,7898.75,PHP,IN1004,TYPE4
0556814655,2020-05-22,307,STORE,1199.25,PHP,IN1003,TYPE3
8340918763,2020-06-20,803,STORE,2786.50,PHP,IN1001,TYPE1
1118375850,2020-05-27,MOB,MOBILE,3174.75,PHP,IN1004,TYPE4
7901915536,2020-12-13,999,STORE,6658.75,PHP,IN1004,TYPE4
2998927082,2020-03-30,128,STORE,40.00,PHP,IN1005,TYPE5
6472913259,2020-05-19,494,STORE,6163.25,PHP,IN1005,TYPE5
7057106541,2020-05-24,MOB,MOBILE,585.25,PHP,IN1001,TYPE1
5505303052,2020-06-24,MOB,MOBILE,175.00,PHP,IN1003,TYPE3
5743513519,2020-09-04,595,STORE,7308.50,PHP,IN1001,TYPE1
6810018437,2020-11-09,MOB,MOBILE,9209.50,PHP,IN1003,TYPE3
1254556981,2020-08-10,359,STORE,2826.25,PHP,IN1005,TYPE5
0773050772,2020-07-09,MOB,MOBILE,1289.75,PHP,IN1005,TYPE5
6868055626,2020-02-07,MOB,MOBILE,752.75,PHP,IN1001,TYPE1
7668240064,2020-01-02,481,STORE,1192.00,PHP,IN1004,TYPE4
8414848379,2020-03-24,MOB,MOBILE,4467.25,PHP,IN1003,TYPE3
6219659124,2020-01-03,MOB,MOBILE,1013.50,PHP,IN1002,TYPE2
0101958764,2020-12-06,636,STORE,7612.00,PHP,IN1002,TYPE2
5683369343,2020-03-12,303,STORE,2489.50,PHP,IN1003,TYPE3
3763911706,2020-08-30,734,STORE,3517.50,PHP,IN1004,TYPE4
5369551588,2020-11-18,MOB,MOBILE,6425.75,PHP,IN1005,TYPE5
2919620268,2020-02-17,MOB,MOBILE,8912.00,PHP,IN1003,TYPE3
6280617488,2020-07-25,688,STORE,4042.75,PHP,IN1003,TYPE3
0791488250,2020-09-16,623,STORE,1514.00,PHP,IN1004,TYPE4
6632454506,2020-06-18,639,STORE,4168.75,PHP,IN1005,TYPE5
4519900226,2020-07-02,MOB,MOBILE,2106.00,PHP,IN1003,TYPE3
6715680663,2020-12-26,MOB,MOBILE,1471.25,PHP,IN1003,TYPE3
2071494969,2020-11-17,194,STORE,8221.75,PHP,IN1005,TYPE5
5562608002,2020-06-23,MOB,MOBILE,3965.50,PHP,IN1002,TYPE2
2523720740,2020-12-15,003,STORE,3522.75,PHP,IN1002,TYPE2
5328443341,2020-09-27,MOB,MOBILE,3942.50,PHP,IN1003,TYPE3
7153571415,2020-03-27,301,STORE,8752.50,PHP,IN1004,TYPE4
8818051794,2020-05-18,MOB,MOBILE,9232.25,PHP,IN1003,TYPE3
0686588041,2020-01-21,MOB,MOBILE,7712.50,PHP,IN1004,TYPE4
2790701375,2020-12-02,985,STORE,7231.50,PHP,IN1003,TYPE3
6262137590,2020-11-07,MOB,MOBILE,3577.00,PHP,IN1005,TYPE5
8479865684,2020-12-12,MOB,MOBILE,9945.75,PHP,IN1005,TYPE5
8751122466,2020-01-14,MOB,MOBILE,420.25,PHP,IN1001,TYPE1
5598758758,2020-07-30,MOB,MOBILE,6495.00,PHP,IN1001,TYPE1
8049047735,2020-10-04,MOB,MOBILE,8241.25,PHP,IN1004,TYPE4
6877756994,2020-02-05,071,STORE,4928.00,PHP,IN1005,TYPE5
9564563081,2020-06-16,MOB,MOBILE,5269.50,PHP,IN1005,TYPE5
